LEA Record ID,Agency ORI,LEA Batch ID,Transaction Type,NFIA,Date/Time of Stop,Duration of Stop,Is Stop Made in Response to Call for Service,Officer Unique ID,Officer Years of Experience,Officer Type of Assignment,Other Assignment Type,Proxy Login,Location,City,Is Location a K‐12 Public School,K‐12 School Code,Per00n Number,Perceived Race or Ethnicity,Perceived Race or Ethnicity 2,Perceived Gender 1‐4,Perceived Gender 5 ‐ Gender Nonconforming,Is LGBT,Perceived Age,Per00n had Limited or No English Fluency,Perceived or Known Disability,Perceived or Known Disability 2,Perceived or Known Disability 3,"If K‐12 School, Is Stop of a Student",Rea00n for Stop,Rea00n for Stop Narrative,Traffic Violation Type,Traffic Violation ‐ CJIS Offense Code,Education Code Section,Education Code Subdivision,Suspicion CJIS Offense Code,Suspicion Sub‐Type,Suspicion Sub‐Type 2,Actions Taken,Actions Taken 2,Actions Taken 3,Actions Taken 4,Basis for Search,Basis for Search Narrative,Basis for Property Seizure,Type of Property Seized,Type of Property Seized 2,Type of Property Seized 3,Contraband or Evidence,Contraband or Evidence 2,Contraband or Evidence 3,Result of Stop,Warning CJIS Offense Code(s),Citation CJIS Offense Code(s),In‐field cite and release CJIS Offense Code(s),Custodial arrest CJIS Offense Code(s),Beat,Race Noted Before Detention,Marin Resident,,,,,,,,,,,,,,,,,
ccd17c1c-d3fb-4ad5-acde-5d42bc816ea1,CA0210000,,,,10/16/2020 22:27,6,No,10325,26,"1_Patrol, traffic enforcement, field operations",,,Merrydale / 101,SAN RAFAEL,No,,,4_Middle Eastern or 00uth Asian,,1_Male,,No,40,No,8_None,,,,1_Traffic violation,Speeding,1_Moving violation,54106,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22350,,,,,,,,,,,,,,,,,,,,,,,
ff5d3def-441b-4b33-891b-c5b60d58a7f5,CA0210000,,,,10/16/2020 21:55,7,No,10325,26,"1_Patrol, traffic enforcement, field operations",,,Redwood Hwy / Paul,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,1_Male,,No,45,No,8_None,,,,1_Traffic violation,Broken headlight,2_Equipment violation,54141,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),21201(D),,,,,,,,,,,,,,,,,,,,,,,
7eda2127-34d0-4f93-8a04-060b943983bc,CA0210000,,,,10/16/2020 22:10,7,No,12572,4,"1_Patrol, traffic enforcement, field operations",,,E sir Francis drake/ larkspur landing,LARKSPUR,No,,,2_Black/African American,,1_Male,,No,40,No,8_None,,,,1_Traffic violation,Tinted windows,2_Equipment violation,54196,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
72895438-c179-4eac-add8-511cc85acf64,CA0210000,,,,10/17/2020 11:29,30,No,12950,,"1_Patrol, traffic enforcement, field operations",,,Marinwood at Miller Creek,MARINWOOD,No,,,7_White,,1_Male,,No,60,No,8_None,,,,6_Consensual encounter resulting in search,Contacted several subjects around a disabled vehicle in parking lot ,,,,,,,,4_Curbside detention,17_Asked for consent to search per00n,18_Search of per00n was conducted,21_Property was seized,,,3_Evidence,5_Alcohol,,,6_Alcohol,1_None,,4_In-field cite and release,,,1203.2,,,,,,,,,,,,,,,,,,,,,
29b226f4-5a34-49ed-a458-c957cc27b1d6,CA0210000,,,,10/17/2020 11:29,30,No,12950,,"1_Patrol, traffic enforcement, field operations",,,Marinwood at Miller Creek ,MARINWOOD,No,,,7_White,,1_Male,,No,60,No,8_None,,,,6_Consensual encounter resulting in search,Contacted several subjects around a disabled vehicle in parking lot ,,,,,,,,4_Curbside detention,17_Asked for consent to search per00n,18_Search of per00n was conducted,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
8795e77c-4475-4536-9435-ac8d09ee1283,CA0210000,,,,10/17/2020 11:29,30,No,12950,,"1_Patrol, traffic enforcement, field operations",,,Marinwood at Miller Creek ,MARINWOOD,No,,,7_White,,2_Female,,No,60,No,8_None,,,,6_Consensual encounter resulting in search,Contacted several subjects around a disabled vehicle in parking lot ,,,,,,,,4_Curbside detention,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
7b3d16a1-69e4-41a1-bb76-59435c193a80,CA0210000,,,,10/17/2020 12:01,45,No,11207,17,"1_Patrol, traffic enforcement, field operations",,,100 Drake Ave ,MARIN CITY,No,,,7_White,7_White,1_Male,,No,30,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Saw subjects park behind a business when they could of parked in front like everyone else. One subject left the truck while the other two stayed inside the vehicle in the heat. ,,,,,NA - XX,9_Other rea00nable suspicion of a crime,,1_Per00n removed from vehicle by order,18_Search of per00n was conducted,20_Search of property was conducted,4_Curbside detention,,,2_Contraband,4_Drugs/narcotics,,,5_Drugs/narcotics,1_None,,5_Custodial arrest pursuant to outstanding warrant,,,,NA - XX,,,,,,,,,,,,,,,,,,,,
33c2bd21-4017-4ded-ab26-5741fc28052d,CA0210000,,,,10/17/2020 15:37,13,No,12523,4,"1_Patrol, traffic enforcement, field operations",,,SB 101/Lucas Valley ,SAN RAFAEL,No,,,7_White,7_White,2_Female,,No,40,No,8_None,,,,1_Traffic violation,Vehicle displayed 2019 blue registration tabs. Traffic stop conducted for above violation. ,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A)(1),,,,,,,,,,,,,,,,,,,,,,,
29841abb-6dbf-4cfc-8649-98ae5e544fbf,CA0210000,,,,10/17/2020 15:53,8,No,12838,1,"1_Patrol, traffic enforcement, field operations",,,8000 Sir Francis Drake Boulevard,LAGUNITAS,No,,,7_White,,1_Male,,No,55,No,8_None,,,,1_Traffic violation,No license plates. ,2_Equipment violation,54644,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),5200(A),,,,,,,,,,,,,,,,,,,,,,,
e57e1364-1b70-41cd-9aae-502b2aa0991b,CA0210000,,,,10/17/2020 09:38,6,No,12838,1,"1_Patrol, traffic enforcement, field operations",,,Sir Francis Drake Boulevard/ Lagunitas Road,LAGUNITAS,No,,,7_White,,1_Male,,No,50,No,8_None,,,,1_Traffic violation,Expired registration,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A)(1),,,,,,,,,,,,,,,,,,,,,,,
31ef5779-0b1c-44ba-828e-c0c3762e40ab,CA0210000,,,,10/17/2020 15:43,10,No,11361,,"1_Patrol, traffic enforcement, field operations",,,15000  shoreline highway ,POINT REYES STATION,No,,,7_White,,1_Male,,No,56,No,8_None,,,,1_Traffic violation,Passed stopped traffic over 00lid double line ,1_Moving violation,54169,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,21460(A),,,,,,,,,,,,,,,,,,,,,,
5f3a53e2-14a4-414c-bc68-93f3bf726893,CA0210000,,,,10/17/2020 16:52,9,No,12838,1,"1_Patrol, traffic enforcement, field operations",,,Sir Francis Drake Boulevard/Lagunitas School Road,LAGUNITAS,No,,,7_White,,1_Male,,No,40,No,8_None,,,,1_Traffic violation,Expired registration,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A)(1),,,,,,,,,,,,,,,,,,,,,,,
bb1eb94a-4c11-435b-9b5b-eb566ca4fae1,CA0210000,,,,10/17/2020 20:42,5,No,12257,6,"1_Patrol, traffic enforcement, field operations",,,100 sir Francis drake,LARKSPUR,No,,,3_Hispanic/Latino(a),,1_Male,,No,20,No,8_None,,,,1_Traffic violation,Expired registration 4000a vc,2_Equipment violation,54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A),,,,,,,,,,,,,,,,,,,,,,,
df0dbe79-d649-4fbe-8f9a-730a709ea70c,CA0210000,,,,10/17/2020 21:07,10,No,12257,6,"1_Patrol, traffic enforcement, field operations",,,50 Bellam Blvd ,SAN RAFAEL,No,,,7_White,,1_Male,,No,40,No,8_None,,,,1_Traffic violation,Expired Registration 4000a1 vc,2_Equipment violation,54099,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,4000(A),,,,,,,,,,,,,,,,,,,,,,
7f730930-b3e4-4546-ab2c-8bd268d2760a,CA0210000,,,,10/17/2020 22:05,12,No,12516,5,"1_Patrol, traffic enforcement, field operations",,,TIBURON OVERPASS AT SB 101,MILL VALLEY,No,,,7_White,,2_Female,,No,25,No,8_None,,,,1_Traffic violation,No plates on vehicle,2_Equipment violation,54644,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),5200(A),,,,,,,,,,,,,,,,,,,,,,,
d834639b-3d95-459a-b352-723d9b17dd4b,CA0210000,,,,10/17/2020 20:37,1,No,12572,4,"1_Patrol, traffic enforcement, field operations",,,E sir Francis drake/ larkspur landing ,LARKSPUR,No,,,3_Hispanic/Latino(a),,1_Male,,No,40,No,8_None,,,,1_Traffic violation,No rear lights ,2_Equipment violation,54109,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
b9af9d72-99df-473a-b4ca-d1b103787a47,CA0210000,,,,10/17/2020 22:09,2,No,12572,4,"1_Patrol, traffic enforcement, field operations",,,Sb 101/ lucky. Dr,CORTE MADERA,No,,,7_White,,2_Female,,No,20,No,8_None,,,,1_Traffic violation,Exp reg,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
6323b7b2-6582-4926-933f-52c04509f914,CA0210000,,,,10/17/2020 22:38,4,No,12572,4,"1_Patrol, traffic enforcement, field operations",,,E sir Francis drake/ larkspur landing,LARKSPUR,No,,,7_White,,2_Female,,No,20,No,8_None,,,,1_Traffic violation,Exp reg. Headlight out,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
2d2d0d10-7ec8-4e84-a40e-fe7e90038f77,CA0210000,,,,10/17/2020 23:00,8,No,12257,6,"1_Patrol, traffic enforcement, field operations",,,100 Ross ,SAN ANSELMO,No,,,7_White,,2_Female,,No,65,No,8_None,,,,1_Traffic violation,Expired Registration 4000a1 vc,2_Equipment violation,54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A),,,,,,,,,,,,,,,,,,,,,,,
8caa44b5-f4cc-40a1-9159-f3cec5163af2,CA0210000,,,,10/17/2020 22:25,7,No,12649,3,"1_Patrol, traffic enforcement, field operations",,,N Redwood Dr/Smith Ranch Rd,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,1_Male,,No,25,No,8_None,,,,1_Traffic violation,No license is plates,2_Equipment violation,54644,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
87f45f80-0fd4-4fe8-bdc8-2c0a781290b1,CA0210000,,,,10/17/2020 22:36,22,No,12649,3,"1_Patrol, traffic enforcement, field operations",,,Miller Creek Rd/Marinwood Ave,MARINWOOD,No,,,7_White,,1_Male,,No,40,No,8_None,,,,4_Knowledge of outstanding arrest warrant/wanted per00n,Pursuant to consensual contact determined subject had outstanding warrants.,,,,,,,,5_Handcuffed or flex cuffed,6_Patrol car detention,24_NONE,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
ba93b39b-99e0-46a8-abc5-6bae6cd23ae2,CA0210000,,,,10/17/2020 23:41,33,Yes,12649,3,"1_Patrol, traffic enforcement, field operations",,,Binford Rd/Airport Rd,NOVATO,No,,,2_Black/African American,,1_Male,,No,55,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,RP std subject brandished a shotgun.,,,,,417(A)(2),2_Matched suspect description,,1_Per00n removed from vehicle by order,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,24_NONE,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
85848b31-664d-4581-957e-64ed5f7ccdd4,CA0210000,,,,10/17/2020 23:33,34,Yes,12649,3,"1_Patrol, traffic enforcement, field operations",,,Binford Rd/Airport Rd,NOVATO,No,,,7_White,,2_Female,,No,50,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,RP std subject brandished a shotgun.,,,,,417(A)(2),2_Matched suspect description,,1_Per00n removed from vehicle by order,17_Asked for consent to search per00n,18_Search of per00n was conducted,24_NONE,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
c3b0236c-8353-4e31-abc6-effe312e8544,CA0210000,,,,10/17/2020 22:59,15,No,12572,4,"1_Patrol, traffic enforcement, field operations",,,E sir Francis drake/ larkspur landing ,LARKSPUR,No,,,2_Black/African American,,1_Male,,No,50,No,8_None,,,,1_Traffic violation,Exp reg,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,12500(A),,,,,,,,,,,,,,,,,,,,,,
8c667b96-ba23-48b7-8111-440ce7feb2c7,CA0210000,,,,10/18/2020 00:01,64,Yes,12866,1,"1_Patrol, traffic enforcement, field operations",,,200 Roundtree Boulevard ,MARINWOOD,No,,,7_White,,1_Male,,No,25,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,I was dispatched to a subject who took acid.,,,,,11550,2_Matched suspect description,,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,,,,,,,,,1_None,,,"8_Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency)",,,,,,,,,,,,,,,,,,,,,,,,
f395ee31-b5c0-4ca6-b97a-e219c39a9fd2,CA0210000,,,,10/18/2020 02:13,43,Yes,12866,1,"1_Patrol, traffic enforcement, field operations",,,800 Redwood Highway Frontage Road,MILL VALLEY,No,,,7_White,,1_Male,,No,60,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,I was dispatched to an auto burglary in progress.,,,,,459,1_Officer witnessed commission of a crime,,4_Curbside detention,18_Search of per00n was conducted,,,,,2_Contraband,4_Drugs/narcotics,,,5_Drugs/narcotics,1_None,,4_In-field cite and release,,,11377(A),,,,,,,,,,,,,,,,,,,,,
81743de1-4315-4428-8008-0e8b3dccb512,CA0210000,,,,10/17/2020 10:07,7,No,12467,5,"1_Patrol, traffic enforcement, field operations",,,500 redwood frontage road,MILL VALLEY,No,,,2_Black/African American,1_Asian,1_Male,,No,21,No,8_None,,,,1_Traffic violation,Expired registration ,"3_Non-moving violation, including registration",54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
e83e690c-e6d4-4e29-92e7-16c109ce901a,CA0210000,,,,10/18/2020 21:35,5,No,12257,6,"1_Patrol, traffic enforcement, field operations",,,100 strawberry vlg drive ,MILL VALLEY,No,,,7_White,,2_Female,,No,70,No,8_None,,,,1_Traffic violation,Expired Registration ,2_Equipment violation,54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A),,,,,,,,,,,,,,,,,,,,,,,
68d3da69-2cc0-452e-abf7-7435d78e1f43,CA0210000,,,,10/18/2020 17:47,39,Yes,12516,5,"1_Patrol, traffic enforcement, field operations",,,200  GREENE ST,MILL VALLEY,No,,,7_White,,1_Male,,No,35,No,4_Mental health condition,8_None,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,415 family / welfare check,,,,,NA - XX,9_Other rea00nable suspicion of a crime,,17_Asked for consent to search per00n,24_NONE,,,,,,,,,1_None,,,2_Warning (verbal or written),NA - XX,,,,,,,,,,,,,,,,,,,,,,,
4fafe9df-5631-4a58-bdf5-4b8cf6f688e3,CA0210000,,,,10/18/2020 23:49,12,No,11620,14,"1_Patrol, traffic enforcement, field operations",,,Los Ranchitos Rd/Red Rock Way,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,1_Male,,No,40,No,8_None,,,,6_Consensual encounter resulting in search,Consensual contact with two male subjects pushing bikes ,,,,,,,,5_Handcuffed or flex cuffed,20_Search of property was conducted,,,,,,,,,1_None,,,5_Custodial arrest pursuant to outstanding warrant,,,,243(E)(1),,,,,,,,,,,,,,,,,,,,
28d155e8-c7ae-4757-9c2d-79bbd72b8938,CA0210000,,,,10/19/2020 01:08,2,No,12572,4,"1_Patrol, traffic enforcement, field operations",,,101 nb/ miller creek,MARINWOOD,No,,,3_Hispanic/Latino(a),,1_Male,,No,35,No,8_None,,,,1_Traffic violation,Broken tailight,2_Equipment violation,54109,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
a6002ccf-6e06-4f6d-8b00-ad0a111c8b05,CA0210000,,,,10/19/2020 02:47,10,No,12572,4,"1_Patrol, traffic enforcement, field operations",,,101 n/ nave,NOVATO,No,,,2_Black/African American,,2_Female,,No,30,No,8_None,,,,1_Traffic violation,Speeding,1_Moving violation,54134,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,22349(A),,,,,,,,,,,,,,,,,,,,,,
31768feb-9f0c-4a4f-bdfe-25d0f0f9132e,CA0210000,,,,10/19/2020 11:03,3,No,12859,,"1_Patrol, traffic enforcement, field operations",,,US Northbound 101 at scales,SAN RAFAEL,No,,,7_White,7_White,1_Male,,No,60,No,8_None,,,,1_Traffic violation,No registration sticker on rear license plate,2_Equipment violation,54208,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
ce53b2c4-ff9d-40f2-95b3-d0891c90abcc,CA0210000,,,,10/19/2020 12:16,5,Yes,12544,4,"1_Patrol, traffic enforcement, field operations",,,Poplar Road/Yucca Road,BOLINAS,No,,,7_White,,1_Male,,No,56,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,RP called of a per00n sleeping in vehicle over the weekend that was not from the area. ,,,,,NA - XX,5_Actions indicative of casing a victim or location,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),NA - XX,,,,,,,,,,,,,,,,,,,,,,,
c1c7d2aa-a3ab-4056-885c-def74f062d24,CA0210000,,,,10/18/2020 19:31,4,No,12544,4,"1_Patrol, traffic enforcement, field operations",,,10000 Shoreline Highway ,OLEMA,No,,,7_White,,2_Female,,No,28,No,8_None,,,,1_Traffic violation,Vehicle was traveling 65MPH on a 55MPH zone. When she noticed me behind she used her brakes which showed her right brake light not functioning. ,2_Equipment violation,54144,,,,,,6_Patrol car detention,24_NONE,,,,,,,,,1_None,,,2_Warning (verbal or written),24603(B),,,,,,,,,,,,,,,,,,,,,,,
3e55fa29-5912-4755-a60d-4777f1925a17,CA0210000,,,,10/19/2020 12:43,9,No,12467,5,"1_Patrol, traffic enforcement, field operations",,,NB101 at HWY 37,NOVATO,No,,,3_Hispanic/Latino(a),1_Asian,1_Male,,No,45,No,8_None,,,,1_Traffic violation,Expired reg,"3_Non-moving violation, including registration",54099,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
23835bea-d1d6-4d7f-82a2-134842da7c56,CA0210000,,,,10/19/2020 16:58,7,No,12859,,"1_Patrol, traffic enforcement, field operations",,,SB101 AT N. SAN PEDRO,SAN RAFAEL,No,,,3_Hispanic/Latino(a),3_Hispanic/Latino(a),1_Male,,No,27,Yes,8_None,,,,1_Traffic violation,BROKEN WINSHIELD,2_Equipment violation,54138,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),26710,,,,,,,,,,,,,,,,,,,,,,,
9df069e6-cb54-4cbc-867c-5c024a26156a,CA0210000,,,,10/19/2020 17:07,4,No,12467,5,"1_Patrol, traffic enforcement, field operations",,,10 Peter Behr Drive,SAN RAFAEL,No,,,2_Black/African American,2_Black/African American,2_Female,,No,50,No,8_None,,,,1_Traffic violation,Missing rear plate,"3_Non-moving violation, including registration",54209,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
8adf5753-510e-49e4-95db-f2188f62b865,CA0210000,,,,10/19/2020 17:35,15,No,12859,,"1_Patrol, traffic enforcement, field operations",,,SB 101 at Marinwood,SAN RAFAEL,No,,,3_Hispanic/Latino(a),3_Hispanic/Latino(a),1_Male,,No,25,No,8_None,,,,1_Traffic violation,License suspended ,1_Moving violation,54083,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,NA - XX,NA - XX,,,,,,,,,,,,,,,,,,,,,,
b3750e24-8955-480b-bdb1-ae748924cc7d,CA0210000,,,,10/18/2020 19:39,60,Yes,13020,2,"1_Patrol, traffic enforcement, field operations",,,10 Pueblo Drive,MARINWOOD,No,,,7_White,,2_Female,,No,60,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Call for service for suspicious subject ,,,,,23152(G),3_Witness or victim identification of suspect at the scene,2_Matched suspect description,4_Curbside detention,3_Field 00briety test conducted,,,,,3_Evidence,,,,6_Alcohol,5_Drugs/narcotics,1_None,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
596cdd25-a8a4-4042-8014-8f6bcfad4775,CA0210000,,,,10/19/2020 00:10,9,No,13020,2,"1_Patrol, traffic enforcement, field operations",,,Highway 101/ De Long Ave,NOVATO,No,,,7_White,7_White,2_Female,,No,60,No,6_Other disability,8_None,,,1_Traffic violation,Non functioning headlight ,2_Equipment violation,54109,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),24252(A),,,,,,,,,,,,,,,,,,,,,,,
174b8c54-81b5-4a86-bb3f-4640589a22b1,CA0210000,,,,10/19/2020 19:37,20,Yes,11620,14,"1_Patrol, traffic enforcement, field operations",,,100 Tamal Rd,FOREST KNOLLS,No,,,7_White,,1_Male,,No,23,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Dispatched to family disturbance where 00n was reported to be intoxicated and becoming violent with family members,,,,,647(F),9_Other rea00nable suspicion of a crime,1_Officer witnessed commission of a crime,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,,,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
ae98ca2d-19e5-4530-a370-7f2a05a30166,CA0210000,,,,10/19/2020 23:30,5,No,12572,4,"1_Patrol, traffic enforcement, field operations",,,Lucas valley/bridgegate,UNINCORPORATED AREA-MARIN COUNTY,No,,,1_Asian,,1_Male,,No,35,No,8_None,,,,1_Traffic violation,Unable to maintain lanes,1_Moving violation,54178,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
84e122be-106e-4e32-9cfc-4ebb736829ee,CA0210000,,,,10/19/2020 11:06,50,Yes,11620,14,"1_Patrol, traffic enforcement, field operations",,,Main St/E. Sir Francis Drake Blvd,SAN QUENTIN,No,,,7_White,,1_Male,,No,40,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject described as suspect in domestic violence investigation ,,,,,273.5,2_Matched suspect description,,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,,,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
832a01a9-f800-489d-b2cd-e8ad131a3456,CA0210000,,,,10/20/2020 03:15,30,Yes,13020,2,"1_Patrol, traffic enforcement, field operations",,,Tomales Petaluma Rd/ Shoreline Highway,TOMALES,No,,,7_White,7_White,1_Male,,No,26,No,8_None,,,,1_Traffic violation,Suspect in prowling incident.,2_Equipment violation,54099,,,,,,1_Per00n removed from vehicle by order,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,20_Search of property was conducted,,,,,,,1_None,,,5_Custodial arrest pursuant to outstanding warrant,,,,,,,,,,,,,,,,,,,,,,,,
a3298120-9fc6-4d5d-9d23-722e3dd70363,CA0210000,,,,10/19/2020 22:04,45,No,13020,2,"1_Patrol, traffic enforcement, field operations",,,San Antonio Rd/ Silveira Ranch Rd,NOVATO,No,,,7_White,,1_Male,,No,48,No,8_None,,,,1_Traffic violation,Expired registration ,2_Equipment violation,54099,,,,,,4_Curbside detention,5_Handcuffed or flex cuffed,17_Asked for consent to search per00n,20_Search of property was conducted,,,3_Evidence,,,,4_Weapon(s) other than a firearm,5_Drugs/narcotics,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
313e77e7-8bf0-4e31-9945-393f6f520746,CA0210000,,,,10/19/2020 19:06,90,Yes,13020,2,"1_Patrol, traffic enforcement, field operations",,,10 Harbor Dr,NOVATO,No,,,1_Asian,,1_Male,,No,45,No,8_None,,,,6_Consensual encounter resulting in search,Call for service.,,,,,,,,6_Patrol car detention,19_Asked for consent to search property,18_Search of per00n was conducted,,,,3_Evidence,,,,4_Weapon(s) other than a firearm,1_None,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
ecf8026b-ea0b-44c0-832f-b21961c46ad3,CA0210000,,,,10/18/2020 16:24,10 minutes ,Yes,12593,3,"1_Patrol, traffic enforcement, field operations",,,100 Donahue st ,MARIN CITY,No,,,2_Black/African American,2_Black/African American,1_Male,,No,25,No,4_Mental health condition,4_Mental health condition,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject trespassing ,,,,,602,1_Officer witnessed commission of a crime,,5_Handcuffed or flex cuffed,6_Patrol car detention,,,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
819bca60-8284-4dcb-ba9d-a433c05958ac,CA0210000,,,,10/20/2020 08:31,5,No,11620,14,"1_Patrol, traffic enforcement, field operations",,,800 Sir Francis Drake Blvd,SAN ANSELMO,No,,,7_White,,2_Female,,No,23,No,8_None,,,,1_Traffic violation,Expired registration with no registration in progress,1_Moving violation,54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
23fe6adf-9a94-47f4-8351-b3de390a3c81,CA0210000,,,,10/18/2020 17:32,20,Yes,12593,3,"1_Patrol, traffic enforcement, field operations",,,100 shoreline ,TAMALPAIS VALLEY,No,,,1_Asian,1_Asian,1_Male,,No,40,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject was unwanted on property ,,,,,602,2_Matched suspect description,5_Actions indicative of casing a victim or location,4_Curbside detention,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
65f406a5-15f0-4c91-9356-fc9e949b51df,CA0210000,,,,10/20/2020 14:30,3,No,12593,3,"1_Patrol, traffic enforcement, field operations",,,100 Donahue ,MARIN CITY,No,,,2_Black/African American,2_Black/African American,2_Female,,No,28,No,8_None,,,,1_Traffic violation,Driver had expired registration ,"3_Non-moving violation, including registration",54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
6ed3e9ab-75dc-4d48-8065-1c570affac6b,CA0210000,,,,10/20/2020 15:54,9,No,12838,1,"1_Patrol, traffic enforcement, field operations",,,200 N San Pedro,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,1_Male,,No,50,No,8_None,,,,1_Traffic violation,Rolled through stop sign,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22450(A),,,,,,,,,,,,,,,,,,,,,,,
