date,time,race,race perceived prior,type,location,sunsettime,dusktime,mins_sunset,mins_dusk,mins_stop_time,mins_before_dusk,itp,dark,neighborhood,zip,coords,gmap address
2020-11-27,1900-01-01 19:06:00,white,False,Moving Violation,1800  carleton st,16:50:45,17:20:05,1011.0,1040.0,1146.0,-106.0,1,1,Carleton Street,94703,"37.8603956, -122.2736914","1800 Carleton St, Berkeley, CA 94703, USA"
2022-04-23,1900-01-01 19:00:00,hispanic/latino,False,Moving Violation,1800  channing way,19:52:15,20:20:32,1192.0,1221.0,1140.0,81.0,1,0,Channing Way,94703,"37.864885, -122.2745683","1800 Channing Way, Berkeley, CA 94703, USA"
2022-03-11,1900-01-01 19:45:00,black/african american,False,Equipment Violation,1800  curtis st,18:12:24,18:39:07,1092.0,1119.0,1185.0,-66.0,1,1,Curtis Street,94702,"37.8723451, -122.2900836","1800 Curtis St, Berkeley, CA 94702, USA"
2021-09-26,1900-01-01 20:27:00,black/african american,False,Moving Violation,1800  curtis st,18:58:58,19:25:38,1139.0,1166.0,1227.0,-61.0,1,1,Curtis Street,94702,"37.8723451, -122.2900836","1800 Curtis St, Berkeley, CA 94702, USA"
2021-05-16,1900-01-01 18:39:00,middle eastern/south asian,False,Moving Violation,1800  dwight way,20:13:20,20:43:33,1213.0,1244.0,1119.0,125.0,1,0,Dwight Way,1958,"37.8628159, -122.2740951","1800 Dwight Way, Berkeley, CA 94703, USA"
2021-02-15,1900-01-01 17:55:00,black/african american,False,Moving Violation,1800  dwight way,17:48:15,18:15:39,1068.0,1096.0,1075.0,21.0,1,0,Dwight Way,1958,"37.8628159, -122.2740951","1800 Dwight Way, Berkeley, CA 94703, USA"
2021-11-28,1900-01-01 18:19:00,black/african american,False,Moving Violation,1800  dwight way,16:50:31,17:19:54,1011.0,1040.0,1099.0,-59.0,1,1,Dwight Way,1958,"37.8628159, -122.2740951","1800 Dwight Way, Berkeley, CA 94703, USA"
2020-11-22,1900-01-01 17:59:00,hispanic/latino,False,Equipment Violation,1800  eastshore hwy,16:52:41,17:21:45,1013.0,1042.0,1079.0,-37.0,1,1,Eastshore Highway,94710,"37.8700453, -122.3043588","1800 Eastshore Hwy, Berkeley, CA 94710, USA"
2022-03-04,1900-01-01 17:30:00,asian,True,Moving Violation,1800  grant st,18:05:34,18:32:23,1086.0,1112.0,1050.0,62.0,1,0,Grant Street,1319,"37.8737625, -122.2757787","1800 Grant St, Berkeley, CA 94703, USA"
2022-06-04,1900-01-01 20:56:00,black/african american,True,Moving Violation,1800  prince st,20:27:26,20:59:00,1227.0,1259.0,1256.0,3.0,1,0,Prince Street,2423,"37.8520804, -122.2728103","1800 Prince St, Berkeley, CA 94703, USA"
2022-03-05,1900-01-01 19:07:00,white,False,Moving Violation,1800  rose st,18:06:34,18:33:21,1087.0,1113.0,1147.0,-34.0,1,1,Rose Street,1118,"37.8810802, -122.2760952","1800 Rose St, Berkeley, CA 94703, USA"
2022-01-19,1900-01-01 18:15:00,middle eastern/south asian,False,Moving Violation,1800  russell st,17:18:03,17:47:04,1038.0,1067.0,1095.0,-28.0,1,1,Russell Street,2122,"37.8557178, -122.273209","1800 Russell St, Berkeley, CA 94703, USA"
2021-04-18,1900-01-01 19:39:00,black/african american,False,Equipment Violation,1800  russell st,19:47:51,20:15:47,1188.0,1216.0,1179.0,37.0,1,0,Russell Street,2122,"37.8557178, -122.273209","1800 Russell St, Berkeley, CA 94703, USA"
2021-01-15,1900-01-01 19:00:00,white,False,Equipment Violation,1800  sacramento st,17:14:03,17:43:17,1034.0,1063.0,1140.0,-77.0,1,1,Sacramento Street,3529,"37.7912991, -122.4226295","1800 Sacramento St, San Francisco, CA 94109, USA"
2020-12-19,1900-01-01 19:06:00,asian,False,Moving Violation,1800  san pablo aveu,16:52:30,17:22:33,1012.0,1043.0,1146.0,-103.0,1,1,San Pablo Avenue,1750,"38.0045535, -122.2957583","1800 San Pablo Ave, Pinole, CA 94564, USA"
2020-12-19,1900-01-01 19:06:00,asian,False,Moving Violation,1800  san pablo aveu,16:52:30,17:22:33,1012.0,1043.0,1146.0,-103.0,1,1,San Pablo Avenue,1750,"38.0045535, -122.2957583","1800 San Pablo Ave, Pinole, CA 94564, USA"
2020-11-28,1900-01-01 20:01:00,white,False,Moving Violation,1800  university ave,16:50:28,17:19:51,1010.0,1040.0,1201.0,-161.0,1,1,University Avenue,1516,"37.8710331, -122.2748483","1800 University Ave, Berkeley, CA 94703, USA"
2021-12-10,1900-01-01 18:00:00,black/african american,False,Moving Violation,1800  university ave,16:49:43,17:19:37,1010.0,1040.0,1080.0,-40.0,1,1,University Avenue,1516,"37.8710331, -122.2748483","1800 University Ave, Berkeley, CA 94703, USA"
2022-08-27,1900-01-01 19:04:00,hispanic/latino,False,Moving Violation,1800  university ave,19:45:16,20:12:53,1185.0,1213.0,1144.0,69.0,1,0,University Avenue,1516,"37.8710331, -122.2748483","1800 University Ave, Berkeley, CA 94703, USA"
2022-06-02,1900-01-01 19:32:00,white,False,Moving Violation,1800  university ave,20:26:11,20:57:38,1226.0,1258.0,1172.0,86.0,1,0,University Avenue,1516,"37.8710331, -122.2748483","1800 University Ave, Berkeley, CA 94703, USA"
2022-02-25,1900-01-01 20:35:00,white,False,Moving Violation,1800  university ave,17:58:31,18:25:31,1079.0,1106.0,1235.0,-129.0,1,1,University Avenue,1516,"37.8710331, -122.2748483","1800 University Ave, Berkeley, CA 94703, USA"
2021-06-05,1900-01-01 19:30:00,asian,False,Moving Violation,1800  university ave,20:28:10,20:59:48,1228.0,1260.0,1170.0,90.0,1,0,University Avenue,1516,"37.8710331, -122.2748483","1800 University Ave, Berkeley, CA 94703, USA"
2020-12-06,1900-01-01 19:17:00,black/african american,False,Moving Violation,1800  university ave,16:49:26,17:19:12,1009.0,1039.0,1157.0,-118.0,1,1,University Avenue,1516,"37.8710331, -122.2748483","1800 University Ave, Berkeley, CA 94703, USA"
2021-11-19,1900-01-01 17:39:00,middle eastern/south asian,False,Moving Violation,1800  university ave,16:54:23,17:23:15,1014.0,1043.0,1059.0,-16.0,1,1,University Avenue,1516,"37.8710331, -122.2748483","1800 University Ave, Berkeley, CA 94703, USA"
2022-04-09,1900-01-01 18:18:00,asian,False,Moving Violation,1800  university ave,19:39:20,20:06:43,1179.0,1207.0,1098.0,109.0,1,0,University Avenue,1516,"37.8710331, -122.2748483","1800 University Ave, Berkeley, CA 94703, USA"
2022-04-17,1900-01-01 20:25:00,black/african american,False,Moving Violation,1900 blksan pablo,19:46:42,20:14:34,1187.0,1215.0,1225.0,-10.0,1,1,Contra Costa County,United States,"37.9621457, -122.3455263","San Pablo, CA, USA"
2022-06-20,1900-01-01 19:10:00,hispanic/latino,False,Moving Violation,1900 block san pablo ave,20:34:16,21:06:17,1234.0,1266.0,1150.0,116.0,1,0,San Pablo Avenue,1733,"38.0044489, -122.294872","1900-1990 San Pablo Ave, Pinole, CA 94564, USA"
2020-11-15,1900-01-01 20:24:00,white,False,Equipment Violation,1900  10th st,16:56:47,17:25:25,1017.0,1045.0,1224.0,-179.0,1,1,Tenth Street,94710,"37.8698861, -122.2937493","1900 Tenth St, Berkeley, CA 94710, USA"
2021-09-21,1900-01-01 20:14:00,hispanic/latino,False,Moving Violation,1900  10th st,19:06:45,19:33:27,1147.0,1173.0,1214.0,-41.0,1,1,Tenth Street,94710,"37.8698861, -122.2937493","1900 Tenth St, Berkeley, CA 94710, USA"
2021-07-03,1900-01-01 20:46:00,black/african american,False,Non-moving violation / including registration,1900  2nd st,20:34:40,21:06:23,1235.0,1266.0,1246.0,20.0,1,0,Second Street,1905,"37.8684184, -122.3025391","1900 Second St, Berkeley, CA 94710, USA"
2021-02-19,1900-01-01 20:15:00,hispanic/latino,False,Moving Violation,1900  4th st,17:52:31,18:19:44,1073.0,1100.0,1215.0,-115.0,1,1,Fourth Street,94710,"37.8689786, -122.3004707","1900 Fourth St, Berkeley, CA 94710, USA"
2021-01-17,1900-01-01 19:57:00,hispanic/latino,False,Moving Violation,1900  4th st,17:16:09,17:45:17,1036.0,1065.0,1197.0,-132.0,1,1,Fourth Street,94710,"37.8689786, -122.3004707","1900 Fourth St, Berkeley, CA 94710, USA"
2021-11-28,1900-01-01 20:41:00,asian,False,Moving Violation,1900  6th st,16:50:31,17:19:54,1011.0,1040.0,1241.0,-201.0,1,1,Sixth Street,2005,"37.8690516, -122.2983939","1900 Sixth St, Berkeley, CA 94710, USA"
2021-02-26,1900-01-01 18:30:00,white,False,Moving Violation,1900  6th st,17:59:47,18:26:45,1080.0,1107.0,1110.0,-3.0,1,1,Sixth Street,2005,"37.8690516, -122.2983939","1900 Sixth St, Berkeley, CA 94710, USA"
2021-03-23,1900-01-01 17:35:00,white,False,Moving Violation,1900  9th st,19:23:55,19:50:42,1164.0,1191.0,1055.0,136.0,1,0,9th Street,1300,"37.8107875, -122.3031808","1900 9th St, Oakland, CA 94607, USA"
2022-06-14,1900-01-01 17:42:00,black/african american,False,Moving Violation,1900  addison st,20:32:26,21:04:23,1232.0,1264.0,1062.0,202.0,1,0,Addison Street,2648,"37.8704983, -122.2725223","1900 Addison St, Berkeley, CA 94704, USA"
2022-01-30,1900-01-01 20:37:00,white,False,Moving Violation,1900  addison st,17:30:15,17:58:35,1050.0,1079.0,1237.0,-158.0,1,1,Addison Street,2648,"37.8704983, -122.2725223","1900 Addison St, Berkeley, CA 94704, USA"
2021-01-10,1900-01-01 17:58:00,middle eastern/south asian,False,Moving Violation,1900  allston way,17:08:58,17:38:28,1029.0,1058.0,1078.0,-20.0,1,1,Allston Way,94703,"37.8688637, -122.272131","1900 Allston Way, Berkeley, CA 94703, USA"
2022-08-17,1900-01-01 19:30:00,hispanic/latino,True,Moving Violation,1900  allston way,19:59:01,20:27:19,1199.0,1227.0,1170.0,57.0,1,0,Allston Way,94703,"37.8688637, -122.272131","1900 Allston Way, Berkeley, CA 94703, USA"
2020-11-20,1900-01-01 19:22:00,white,False,Moving Violation,1900  ashby ave,16:53:42,17:22:38,1014.0,1043.0,1162.0,-119.0,1,1,Ashby Avenue,94703,"37.8542969, -122.2709825","1900 Ashby Ave, Berkeley, CA 94703, USA"
2022-03-13,1900-01-01 20:10:00,black/african american,False,Equipment Violation,1900  ashby ave,19:14:19,19:41:01,1154.0,1181.0,1210.0,-29.0,1,1,Ashby Avenue,94703,"37.8542969, -122.2709825","1900 Ashby Ave, Berkeley, CA 94703, USA"
2022-03-24,1900-01-01 18:27:00,black/african american,False,Equipment Violation,1900  ashby ave,19:24:37,19:51:25,1165.0,1191.0,1107.0,84.0,1,0,Ashby Avenue,94703,"37.8542969, -122.2709825","1900 Ashby Ave, Berkeley, CA 94703, USA"
2022-03-27,1900-01-01 20:43:00,white,False,Moving Violation,1900  ashby ave,19:27:23,19:54:16,1167.0,1194.0,1243.0,-49.0,1,1,Ashby Avenue,94703,"37.8542969, -122.2709825","1900 Ashby Ave, Berkeley, CA 94703, USA"
2020-12-08,1900-01-01 17:49:00,hispanic/latino,False,Equipment Violation,1900  ashby ave,16:49:32,17:19:22,1010.0,1039.0,1069.0,-30.0,1,1,Ashby Avenue,94703,"37.8542969, -122.2709825","1900 Ashby Ave, Berkeley, CA 94703, USA"
2021-01-09,1900-01-01 18:29:00,asian,False,Non-moving violation / including registration,1900  berkeley way,17:08:00,17:37:33,1028.0,1058.0,1109.0,-51.0,1,1,Berkeley Way,1008,"37.8724567, -122.2731207","1900 Berkeley Way, Berkeley, CA 94704, USA"
2020-11-08,1900-01-01 18:54:00,white,False,Equipment Violation,1900  california st,17:02:22,17:30:33,1022.0,1051.0,1134.0,-83.0,1,1,California Street,94109,"37.7899599, -122.4256542","1900 California St, San Francisco, CA 94109, USA"
2022-08-04,1900-01-01 17:30:00,middle eastern/south asian,False,Moving Violation,1900  center st,20:14:27,20:43:48,1214.0,1244.0,1050.0,194.0,1,0,Center Street,94704,"37.8698833, -122.2713056","1900 Center St, Berkeley, CA 94704, USA"
2022-01-01,1900-01-01 19:26:00,black/african american,False,Moving Violation,1900  center st,17:00:39,17:30:31,1021.0,1051.0,1166.0,-115.0,1,1,Center Street,94704,"37.8698833, -122.2713056","1900 Center St, Berkeley, CA 94704, USA"
2021-10-06,1900-01-01 18:46:00,hispanic/latino,False,Moving Violation,1900  channing way,18:43:44,19:10:28,1124.0,1150.0,1126.0,24.0,1,0,Channing Way,1906,"37.8650534, -122.2720127","1900 Channing Way, Berkeley, CA 94704, USA"
2021-10-06,1900-01-01 18:46:00,hispanic/latino,False,Moving Violation,1900  channing way,18:43:44,19:10:28,1124.0,1150.0,1126.0,24.0,1,0,Channing Way,1906,"37.8650534, -122.2720127","1900 Channing Way, Berkeley, CA 94704, USA"
2021-11-08,1900-01-01 19:56:00,asian,False,Moving Violation,1900  channing way,17:02:35,17:30:45,1023.0,1051.0,1196.0,-145.0,1,1,Channing Way,1906,"37.8650534, -122.2720127","1900 Channing Way, Berkeley, CA 94704, USA"
2022-09-23,1900-01-01 18:51:00,middle eastern/south asian,False,Moving Violation,1900  channing way,19:04:01,19:30:41,1144.0,1171.0,1131.0,40.0,1,0,Channing Way,1906,"37.8650534, -122.2720127","1900 Channing Way, Berkeley, CA 94704, USA"
2022-04-03,1900-01-01 19:51:00,middle eastern/south asian,False,Moving Violation,1900  channing way,19:33:49,20:00:56,1174.0,1201.0,1191.0,10.0,1,0,Channing Way,1906,"37.8650534, -122.2720127","1900 Channing Way, Berkeley, CA 94704, USA"
2021-07-17,1900-01-01 20:46:00,middle eastern/south asian,False,Moving Violation,1900  chestnut st,20:29:17,21:00:08,1229.0,1260.0,1246.0,14.0,1,0,Chestnut Street,1723,"37.8709762, -122.2884049","1900 Chestnut St, Berkeley, CA 94702, USA"
2021-03-06,1900-01-01 20:08:00,black/african american,False,Moving Violation,1900  curtis st,18:07:47,18:34:33,1088.0,1115.0,1208.0,-93.0,1,1,Curtis Street,94702,"37.870922, -122.2896812","1900 Curtis St, Berkeley, CA 94702, USA"
2022-03-06,1900-01-01 19:41:00,black/african american,False,Equipment Violation,1900  derby st,18:07:33,18:34:19,1088.0,1114.0,1181.0,-67.0,1,1,Derby Street,94703,"37.8597616, -122.2716689","1900 Derby St, Berkeley, CA 94703, USA"
2022-07-20,1900-01-01 18:45:00,white,True,Moving Violation,1900  dwight way,20:27:33,20:58:10,1228.0,1258.0,1125.0,133.0,1,0,Dwight Way,94704,"37.8633653, -122.2720711","1900 Dwight Way, Berkeley, CA 94704, USA"
2021-06-26,1900-01-01 19:17:00,white,False,Non-moving violation / including registration,1900  eastshore hwy,20:35:07,21:07:03,1235.0,1267.0,1157.0,110.0,1,0,Eastshore Highway,94710,"37.8688377, -122.3039568","1900 Eastshore Hwy, Berkeley, CA 94710, USA"
2021-07-10,1900-01-01 20:58:00,black/african american,False,Non-moving violation / including registration,1900  eastshore hwy,20:32:43,21:04:04,1233.0,1264.0,1258.0,6.0,1,0,Eastshore Highway,94710,"37.8688377, -122.3039568","1900 Eastshore Hwy, Berkeley, CA 94710, USA"
2021-05-12,1900-01-01 19:27:00,black/african american,False,Equipment Violation,1900  eastshore hwy,20:09:51,20:39:43,1210.0,1240.0,1167.0,73.0,1,0,Eastshore Highway,94710,"37.8688377, -122.3039568","1900 Eastshore Hwy, Berkeley, CA 94710, USA"
2022-04-09,1900-01-01 20:34:00,white,False,Moving Violation,1900  hearst ave,19:39:20,20:06:43,1179.0,1207.0,1234.0,-27.0,1,1,Hearst Avenue,2128,"37.873328, -122.273212","1900 Hearst Ave, Berkeley, CA 94709, USA"
2021-11-20,1900-01-01 17:37:00,white,False,Moving Violation,1900  martin luther king jr way,16:53:49,17:22:45,1014.0,1043.0,1057.0,-14.0,1,1,Martin Luther King Junior Way,1016,"37.8730637, -122.2735635","1900 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2021-05-28,1900-01-01 20:23:00,white,False,Moving Violation,1900  mcgee ave,20:22:55,20:54:04,1223.0,1254.0,1223.0,31.0,1,0,McGee Avenue,1230,"37.8724164, -122.2779275","1900 McGee Ave, Berkeley, CA 94703, USA"
2021-05-28,1900-01-01 20:23:00,white,False,Equipment Violation,1900  mcgee ave,20:22:55,20:54:04,1223.0,1254.0,1223.0,31.0,1,0,McGee Avenue,1230,"37.8724164, -122.2779275","1900 McGee Ave, Berkeley, CA 94703, USA"
2021-07-24,1900-01-01 18:31:00,hispanic/latino,False,Moving Violation,1900  milvia st,20:24:26,20:54:42,1224.0,1255.0,1111.0,144.0,1,0,Milvia Street,1020,"37.8736042, -122.2709028","1900 Milvia St, Berkeley, CA 94704, USA"
2022-07-05,1900-01-01 20:51:00,white,True,Moving Violation,1900  milvia st,20:34:20,21:05:58,1234.0,1266.0,1251.0,15.0,1,0,Milvia Street,1020,"37.8736042, -122.2709028","1900 Milvia St, Berkeley, CA 94704, USA"
2021-09-23,1900-01-01 20:10:00,white,False,Moving Violation,1900  milvia st,19:03:38,19:30:19,1144.0,1170.0,1210.0,-40.0,1,1,Milvia Street,1020,"37.8736042, -122.2709028","1900 Milvia St, Berkeley, CA 94704, USA"
2022-04-09,1900-01-01 19:56:00,white,False,Moving Violation,1900  oxford st,19:39:20,20:06:43,1179.0,1207.0,1196.0,11.0,1,0,Oxford Street,94704,"37.873867, -122.266623","1900 Oxford St, Berkeley, CA 94704, USA"
2022-08-07,1900-01-01 20:23:00,hispanic/latino,False,Moving Violation,1900  oxford st,20:11:11,20:40:17,1211.0,1240.0,1223.0,17.0,1,0,Oxford Street,94704,"37.873867, -122.266623","1900 Oxford St, Berkeley, CA 94704, USA"
2022-02-17,1900-01-01 17:27:00,mixed,False,Moving Violation,1900  russell st,17:50:08,18:17:27,1070.0,1097.0,1047.0,50.0,1,0,Russell Street,2222,"37.85613370000001, -122.2712794","1900 Russell St, Berkeley, CA 94703, USA"
2021-09-17,1900-01-01 20:23:00,black/african american,False,Moving Violation,1900  russell st,19:13:00,19:39:46,1153.0,1180.0,1223.0,-43.0,1,1,Russell Street,2222,"37.85613370000001, -122.2712794","1900 Russell St, Berkeley, CA 94703, USA"
2022-01-29,1900-01-01 20:40:00,hispanic/latino,False,Equipment Violation,1900  russell st,17:29:07,17:57:31,1049.0,1078.0,1240.0,-162.0,1,1,Russell Street,2222,"37.85613370000001, -122.2712794","1900 Russell St, Berkeley, CA 94703, USA"
2021-12-20,1900-01-01 18:25:00,asian,False,Moving Violation,1900  sacramento st,16:52:51,17:22:54,1013.0,1043.0,1105.0,-62.0,1,1,Sacramento Street,1505,"37.871691, -122.2824242","1900 Sacramento St, Berkeley, CA 94702, USA"
2022-05-16,1900-01-01 18:47:00,asian,False,Moving Violation,1900  sacramento st,20:13:08,20:43:20,1213.0,1243.0,1127.0,116.0,1,0,Sacramento Street,1505,"37.871691, -122.2824242","1900 Sacramento St, Berkeley, CA 94702, USA"
2021-04-02,1900-01-01 20:17:00,black/african american,False,Moving Violation,1900  san pablo ave,19:33:08,20:00:12,1173.0,1200.0,1217.0,-17.0,1,1,San Pablo Avenue,1733,"38.0043777, -122.2949388","1900 San Pablo Ave, Pinole, CA 94564, USA"
2021-05-29,1900-01-01 18:39:00,black/african american,False,Moving Violation,1900  san pablo ave,20:23:38,20:54:51,1224.0,1255.0,1119.0,136.0,1,0,San Pablo Avenue,1733,"38.0043777, -122.2949388","1900 San Pablo Ave, Pinole, CA 94564, USA"
2022-02-09,1900-01-01 20:40:00,white,False,Moving Violation,1900  san pablo ave,17:41:25,18:09:10,1061.0,1089.0,1240.0,-151.0,1,1,San Pablo Avenue,1733,"38.0043777, -122.2949388","1900 San Pablo Ave, Pinole, CA 94564, USA"
2021-06-22,1900-01-01 17:41:00,black/african american,True,Moving Violation,1900  san pablo ave,20:34:42,21:06:42,1235.0,1267.0,1061.0,206.0,1,0,San Pablo Avenue,1733,"38.0043777, -122.2949388","1900 San Pablo Ave, Pinole, CA 94564, USA"
2020-11-29,1900-01-01 19:47:00,black/african american,False,Equipment Violation,1900  second st,16:50:13,17:19:39,1010.0,1040.0,1187.0,-147.0,1,1,Second Street,1905,"37.8684184, -122.3025391","1900 Second St, Berkeley, CA 94710, USA"
2021-03-26,1900-01-01 19:39:00,black/african american,False,Moving Violation,1900  second st,19:26:41,19:53:33,1167.0,1194.0,1179.0,15.0,1,0,Second Street,1905,"37.8684184, -122.3025391","1900 Second St, Berkeley, CA 94710, USA"
2021-03-25,1900-01-01 20:36:00,black/african american,False,Moving Violation,1900  shattuck ave,19:25:46,19:52:36,1166.0,1193.0,1236.0,-43.0,1,1,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-03-25,1900-01-01 19:41:00,black/african american,False,Moving Violation,1900  shattuck ave,19:25:46,19:52:36,1166.0,1193.0,1181.0,12.0,1,0,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-03-25,1900-01-01 20:03:00,mixed,False,Moving Violation,1900  shattuck ave,19:25:46,19:52:36,1166.0,1193.0,1203.0,-10.0,1,1,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-03-25,1900-01-01 21:05:00,white,False,Moving Violation,1900  shattuck ave,19:25:46,19:52:36,1166.0,1193.0,1265.0,-72.0,1,1,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-03-25,1900-01-01 19:13:00,asian,False,Moving Violation,1900  shattuck ave,19:25:46,19:52:36,1166.0,1193.0,1153.0,40.0,1,0,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-03-26,1900-01-01 20:47:00,hispanic/latino,False,Moving Violation,1900  shattuck ave,19:26:41,19:53:33,1167.0,1194.0,1247.0,-53.0,1,1,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-04-25,1900-01-01 19:45:00,hispanic/latino,False,Non-moving violation / including registration,1900  shattuck ave,19:54:20,20:22:47,1194.0,1223.0,1185.0,38.0,1,0,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-03-26,1900-01-01 19:47:00,white,False,Moving Violation,1900  shattuck ave,19:26:41,19:53:33,1167.0,1194.0,1187.0,7.0,1,0,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-03-26,1900-01-01 19:12:00,black/african american,False,Moving Violation,1900  shattuck ave,19:26:41,19:53:33,1167.0,1194.0,1152.0,42.0,1,0,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-03-26,1900-01-01 19:46:00,black/african american,False,Moving Violation,1900  shattuck ave,19:26:41,19:53:33,1167.0,1194.0,1186.0,8.0,1,0,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-03-25,1900-01-01 20:21:00,hispanic/latino,False,Moving Violation,1900  shattuck ave,19:25:46,19:52:36,1166.0,1193.0,1221.0,-28.0,1,1,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2022-08-27,1900-01-01 20:30:00,middle eastern/south asian,False,Moving Violation,1900  shattuck ave,19:45:16,20:12:53,1185.0,1213.0,1230.0,-17.0,1,1,Shattuck Avenue,1022,"37.8736822, -122.2688669","1900 Shattuck Ave., Berkeley, CA 94704, USA"
2021-02-21,1900-01-01 17:32:00,white,False,Moving Violation,1900  sixth st,17:54:37,18:21:46,1075.0,1102.0,1052.0,50.0,1,0,Sixth Street,2005,"37.8690516, -122.2983939","1900 Sixth St, Berkeley, CA 94710, USA"
2022-08-04,1900-01-01 18:00:00,white,True,Moving Violation,1900  street art st,20:14:27,20:43:48,1214.0,1244.0,1080.0,164.0,1,0,Los Angeles,United States,"34.2363134, -118.3870919","Art St, Los Angeles, CA, USA"
2022-08-27,1900-01-01 20:45:00,black/african american,False,Equipment Violation,1900  university ave,19:45:16,20:12:53,1185.0,1213.0,1245.0,-32.0,1,1,University Avenue,1024,"37.8713222, -122.2728006","1900 University Ave, Berkeley, CA 94704, USA"
2022-03-05,1900-01-01 17:28:00,middle eastern/south asian,False,Moving Violation,1900  university ave,18:06:34,18:33:21,1087.0,1113.0,1048.0,65.0,1,0,University Avenue,1024,"37.8713222, -122.2728006","1900 University Ave, Berkeley, CA 94704, USA"
2022-03-05,1900-01-01 19:27:00,mixed,False,Moving Violation,1900  university ave,18:06:34,18:33:21,1087.0,1113.0,1167.0,-54.0,1,1,University Avenue,1024,"37.8713222, -122.2728006","1900 University Ave, Berkeley, CA 94704, USA"
2022-05-21,1900-01-01 19:34:00,white,False,Moving Violation,1900  university ave,20:17:19,20:47:56,1217.0,1248.0,1174.0,74.0,1,0,University Avenue,1024,"37.8713222, -122.2728006","1900 University Ave, Berkeley, CA 94704, USA"
2022-07-13,1900-01-01 20:10:00,asian,False,Moving Violation,1900  university ave,20:31:33,21:02:42,1232.0,1263.0,1210.0,53.0,1,0,University Avenue,1024,"37.8713222, -122.2728006","1900 University Ave, Berkeley, CA 94704, USA"
2022-06-06,1900-01-01 20:01:00,middle eastern/south asian,False,Moving Violation,1900  university ave,20:28:36,21:00:17,1229.0,1260.0,1201.0,59.0,1,0,University Avenue,1024,"37.8713222, -122.2728006","1900 University Ave, Berkeley, CA 94704, USA"
2022-04-01,1900-01-01 20:35:00,black/african american,False,Moving Violation,1900  university ave,19:31:59,19:59:01,1172.0,1199.0,1235.0,-36.0,1,1,University Avenue,1024,"37.8713222, -122.2728006","1900 University Ave, Berkeley, CA 94704, USA"
2020-11-08,1900-01-01 18:54:00,white,False,Moving Violation,1900  university ave,17:02:22,17:30:33,1022.0,1051.0,1134.0,-83.0,1,1,University Avenue,1024,"37.8713222, -122.2728006","1900 University Ave, Berkeley, CA 94704, USA"
2022-04-28,1900-01-01 18:21:00,black/african american,True,Moving Violation,1900  university ave,19:56:53,20:25:33,1197.0,1226.0,1101.0,125.0,1,0,University Avenue,1024,"37.8713222, -122.2728006","1900 University Ave, Berkeley, CA 94704, USA"
2021-11-09,1900-01-01 17:41:00,white,False,Moving Violation,1900  university ave,17:01:41,17:29:55,1022.0,1050.0,1061.0,-11.0,1,1,University Avenue,1024,"37.8713222, -122.2728006","1900 University Ave, Berkeley, CA 94704, USA"
2021-03-04,1900-01-01 18:41:00,black/african american,False,Moving Violation,1900  ward st,18:05:49,18:32:37,1086.0,1113.0,1121.0,-8.0,1,1,Ward Street,2219,"37.858745, -122.2713645","1900 Ward St, Berkeley, CA 94703, USA"
2021-12-17,1900-01-01 19:13:00,black/african american,False,Non-moving violation / including registration,1900  woolsey st,16:51:34,17:21:36,1012.0,1042.0,1153.0,-111.0,1,1,Woolsey Street,2559,"37.8517129, -122.2697531","1900 Woolsey St, Berkeley, CA 94703, USA"
2021-12-17,1900-01-01 19:13:00,black/african american,False,Non-moving violation / including registration,1900  woolsey st,16:51:34,17:21:36,1012.0,1042.0,1153.0,-111.0,1,1,Woolsey Street,2559,"37.8517129, -122.2697531","1900 Woolsey St, Berkeley, CA 94703, USA"
2022-03-13,1900-01-01 20:06:00,white,False,Non-moving violation / including registration,200  university ave,19:14:19,19:41:01,1154.0,1181.0,1206.0,-25.0,1,1,University Avenue,94710,"37.866354, -122.310242","200 University Ave, Berkeley, CA 94710, USA"
2022-03-13,1900-01-01 20:06:00,white,False,Equipment Violation,200  university ave,19:14:19,19:41:01,1154.0,1181.0,1206.0,-25.0,1,1,University Avenue,94710,"37.866354, -122.310242","200 University Ave, Berkeley, CA 94710, USA"
